artist_slug,artist_name,song_id,title,url,text,word_count,english_ratio,n_english_lines,n_total_lines,featured_artists,L1,genius_artist_id,lyrics,english_only_text,english_word_count
arca,Arca,6286354,Lost Woman Found,https://genius.com/Arca-lost-woman-found-lyrics,"I'm looking for a miracle
I'm looking for a miracle, ah
Girl, I'm looking for a miracle to cast down my fears
And girl, I'm looking for a miracle, I've been walking, so lost
And it feels like the road
'Cause it’s my own now, it is my own now
Lost woman found, waiting for my time to come
And girl, I've found a miracle, a changing kind
And change in kind from a world that had once
Met me with greed, I finally have something to say
You can find out on your own
What it means to be mutant
What it means to recognize the alien inside
The abject, erect, hoping to let you go",117.0,0.875,14,16,,spanish,,,,
arca,Arca,5603620,Witch,https://genius.com/Arca-witch-lyrics,"This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
How they make you objects, more ludicrous words
How they make you objects, more ludicrous words
How they make you objects, more ludicrous words
How they make you objects, more ludicrous words
I'm with my fucking machine
They're asking, ""What have you seen?""
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
This witch is so seductive, elective, and protective
How they make you objects, more ludicrous words
How they make you objects, more ludicrous words
I'm with my fucking machine
They're asking, ""What have you seen?""",150.0,0.7407407407407407,20,27,No Bra,spanish,,,,
arca,Arca,7372738,Intimate Flesh,https://genius.com/Arca-intimate-flesh-lyrics,"Who's that match who you took out?
Pity the fool, pity the fool, pity the fool
Pity the fool, pity the fool
Pity the fool, pity the fool, pity the fool
Who's that match who you took out?
Pity the fool, pity the fool, pity the fool
Pity the fool, pity the fool
Pity the fool, pity the fool, pity the fool
Pity the fool, pity the fool, pity the fool
Hey, I'm feeling so sexy
I don't know what to do
I'm feeling so hot from the inside out
I tend to twist and shout
Attention, about
Waste no further time
I've become accustomed to you
You are my reason to be
Maybe we can achieve the unthinkable",119.0,0.6923076923076923,18,26,,spanish,,,,
arca,Arca,2376802,2 Blunted,https://genius.com/Arca-2-blunted-lyrics,"I'm feeling crazy, and I
I'm kinda faded, but I
I'm just too blunted, mane, we all too blunted
I'm finna stunt the drop top to push the lot back down
Pop that pussy
I'mma hit it, 'cause, love, when I hit it up
I'm feelin' super high, I'm finna touch the sky
Higher, won't you climb higher?
This thing that you desire is here in my eyes
You got me faded and I'm feelin' like we made it
Like you just got hot, and this my number one, hun
I can put you up, all night, I'mma take you with
I like it
You got me faded and I'm feelin' like we made it
Like you just got hot, and this my number one, hun
I can put you up, all night, I'mma take you with
I like it",140.0,0.8947368421052632,17,19,,spanish,,,,
arca,Arca,2376234,Self Defense,https://genius.com/Arca-self-defense-lyrics,"Self defense, self defense
Self defense, nothing but self defense
Come out with your motherfuckin' hands up
Now answer, learn to step
Know I like to put my hands down, eat
Twerk until my booty find it
'Cause this no time to be tryna hide it
Got my fellas mixed blood and we wine about it
Admit defeat, it's my treat
Just you and me for the time to be
It's a black hole with a white flame
Lip lock, let 'em drop, your hips pop, it can't stop
Always tryna get me fucked, ah
Roll it up, back it all up, turning agressive
Just don't be late, just don't hate, just don't hate
Just  never, just  never, just
Just cut the rough, the rage, the private time is mine
Wind it, it's fine, you're fussy, you down low
Just me in ya,  those are mine, then ya
'Cause I lose my sense I'mma
Give it the bounce, bounce
Come up, the bounce, bounce
Don't make it stop, the bounce, bounce
Give it the bounce, bounce
The bounce, bounce
Give it up, give it the bounce, bounce
The bounce, bounce
Give it the bounce, bounce
Never stop, just the bounce, bounce
The bounce, bounce
Give it
Some time to bounce
The bounce, bounce
Give it the, the bounce, bounce
The bounce, bounce
Give it the bounce",226.0,0.8,36,45,,spanish,,,,
arca,Arca,10064640,Maníaca,https://genius.com/Arca-maniaca-lyrics,"Who's that? Who's that?
Girl, you gotta give it up if you thinkin' that you could get it
Let you come in while you working a break, a residual limit
Burn it up, kicking it if you put it up, bury your face inside it
Then ride it, no need for me to try and hide it tonight
Uhm, someone is on the phone
It's, it's for you
To all my he's, to all my she's
To all my it's, to all my thems
To all my these, to all my theys
To all my ones, to all my O's
I bet you thought I wasn't gonna rip the slit like this (Snap)
Well here it is (Grrr)
It's what it is
To all my he's, to all my she's
To all my it's, to all my thems
To all my these, to all my theys
To all my ones, to all my O's",154.0,0.2903225806451613,18,62,,spanish,,,,
arca,Arca,2810939,Cement Garden (interlude),https://genius.com/Arca-cement-garden-interlude-lyrics,"Girls can wear jeans
And cut their hair short
Wear shirts and boots
Because it's okay to be a boy
But for a boy to look like a girl is degrading
Because you think that being a girl is degrading
But secretly, you'd love to know what it's like
Wouldn't you?
What it feels like for a girl
Girls can wear jeans
And cut their hair short
Wear shirts and boots
Because it's okay to be a boy
But for a boy to look like a girl is degrading
Because you think that being a girl is degrading
But secretly, you'd love to know what it's like
Wouldn't you?",109.0,1.0,17,17,,spanish,,,,
arca,Arca,2376212,Ass Swung Low,https://genius.com/Arca-ass-swung-low-lyrics,"I feel sick
I'mma kick that fuckin' face in
Blacklight, wasted
It wasn't by mistake
That I got your mouth kicked in
Sweat, come right, come right, come on
I'll take time to shift
Long fall, but who you 'gon call
When you waking? Get the fuck off
Blacklight, wasted
It wasn't by mistake
That I got your mouth kicked in
Sweat right, come right, come right, come on
Long fall, but who you 'gon call
When you waking the fake up to lift off? Uh
I'mma sharpen with my lights off, lovin' you
Do all the things I wanna do
I'mma share my blood with somebody new
Take the rest off, fucking you
If it don't turn out right
Don't feel wronged
With what you always had
Mind is messin' with the flow
Turn my sex on, turn my sex off
Waking all the demons in your way
Enter in mistake
Come back to my place and
'Cause there used to be a time
I been givin' it up
Blow up while you're pickin' it up
Written all on my face, fresh from the scene
Pink lemonade, get in the limousine
You're feelin' me, right?
Chasin' all my dreams, I'm about to
Shit, I'm bringin' it back
Doin' you wrong, just like that
What the drum shout out
I let the drum shout out
I let the drum shout out
'Cause silence is gone
Let the drum shout out
I let the drum shout out
I let it shout out
I let the drum shout out
Tryna breathe but I choke
Face fronting, move to slow
Don't know where you move but I got that shit
I can give it up, no touch
You better call, call, call, call the fire department
Booty pop lock, tryna find you",299.0,0.684931506849315,50,73,,spanish,,,,
arca,Arca,8624294,Ritual,https://genius.com/Arca-ritual-lyrics,"Teeming with it
Get, get, get, get, get into
Get, get, get, get, get into this
Get, get, get, get, get into
Get, get, get, get, get into this
Get, get, get, get, get into
Get, get, get, get, get, get
Get, get, get, get, get, get it
Get, get, get, gеt into it
Get, get, get, gеt, get, get
Get, get, get, get, get, get
Get, get, get, get, get, get into it
Get, get, get, get, get, get
Get, get, get, get, get, get
Get, get, get, get, get, get into it
Her waist, her
I'm loving that faith, her
Wish, wish, wish, wish, wish upon a star, her
Grrrr, I said a revenant
Run like they can see faith in the darkness
Beat it, seethe it through the veil
Your choice is that
Her waist snatched, her waistline
It's in your figure, happy
Waiting, pushing further
She's riven
Get, get, get, get
Get, get, get, get, get into it
Get, get, get, get, get, get
Get, get, get, get, get into it
Girl, get, get, get
Girl, get, get, get into it
Get, get, get, get, get, get
Get, get, get, get, get into it
Get, get, get, get
Yeah, you can keep waiting to get into it
Or you can get into it right the fuck now
Get, get, get into it
Get, get, get, get, get, get
Get, get, get, get, get, get
Get, get, get, get, get, get
Get, get, get, get, get, get
Get, get, get, get, get into it, grrr
Get into it, grrr
Do you hear this nasty fucking beat?
It's too good
It's too, too good
It's too good
It's too good
She  every piece",285.0,0.78125,50,64,,spanish,,,,
arca,Arca,5282533,Membrane,https://genius.com/Arca-membrane-lyrics,"Wondered the General
During those slow dances where no one touched, no one touched
Customs was a good secure
Working directly with such strange
I have decided to take the liberty of reading this text in a different way
I will continue reading the text
Although not respecting the order of words
I've lost my respect the amount of times I wasn't saying a particular word
That they would prioritize
Misrepresented and conflated
Misrepresented and conflated
To find new surprises in the way in which I read
Working directly in Transport was probably more exciting and fun to watch in the movies but really, such a strange and proper Alona
The music's slow dances were secure
Take any of them, take any million
Who are they? And what do they want?
Most famous poet in five explored galaxies
The streetlights came on and his image glazed before they let an expression fix their face, or the blind man
Till age thirty, of half a century in his craggy face
Surprise, he thought
She puts her hand on the bar
Slow dances where no one touched",185.0,0.88,22,25,,spanish,,,,
arca,Arca,3103546,Waste,https://genius.com/Arca-waste-lyrics,"Time is of the essence but wait
Fade in the noise
Sinning and my head spinning, can you
Giving it high scores
Taking it all, all in
Pushing it back home
You're running to sin, sin
Letting me crawl, pick them all up
Made to maintain the brain remains the same
Why does he know my name?
Maybe you can stay a while
City straits high, high, high, high, high
Girl, what's that sound?
Look at you
Look at me
Look at you
It's not the same
Close, better shake that waist
In this place, comes one thing
Turn it up high, high, high
From the feeling, and I'm
Kinda fucked up
Can't take the
And you're sleeping while trippin'
These hits, sniff these
Got you puffing these, got you puffing these
Giving it high scores
Take it all in
Wit' nothin' to win
You're runnin' to sin
Fuckin' them up
Pray for the main
Hey Rain, looking up",159.0,0.6470588235294118,33,51,,spanish,,,,
arca,Arca,2376803,Tapped In,https://genius.com/Arca-tapped-in-lyrics,"Strut on fire, sleep no mo'
Get me lit, watch this trick
Turn that lonely shit, might lose it again, make me choose it again
Make me lose it again, watchin' - when - hit herself
Because that thing has got to end
Her waist, her face, her taste, the bitch tapped in
Her pose, her clothes, she knows, the bitch tapped in
Her waist, her face, her taste, the bitch tapped in
Her pose, her clothes, she knows, the bitch tapped in
She's still runnin'
She's still runnin'
Don't feel me
Slowly hear me, hold it, feel it
Open up, got too lated
Take this, I'm no more rated
It's always apart
It's dizzy, touched down
I'm still faded
That's what I'm talkin' about
I'm on a run, on a run, on
I'm on a run, on a run, on
I'm on a run, on a run, on
I'm still runnin' away
Her waist, her face, her touch, the bitch tapped in
Her pose, her clothes, she knows, the bitch tapped in
Her waist, her face, her touch, the bitch tapped in
Her pose, her clothes, she knows, the bitch tapped in
She's still runnin'",196.0,0.8235294117647058,28,34,,spanish,,,,
porta,Porta,3166291,Imperfecto,https://genius.com/Porta-imperfecto-lyrics,"I know I'm not perfect
I know I got issues
I know that I've got a sordid past
And, yeah, some bad tattoos
I'm not a model
I'm not a saint
I'm sorry, but I am just not sorry
'Cause I swear and 'cause I drink
(I know I'm not perfect)
I know we're all different
Baby, that's life (Life)
But all of these differences
They make me feel alive (Alive)
And I've got this question, yeah
Been burning through my head (My head)
Can't we all get over ourselves
And just stop talkin' shit?
(I know I'm not perfect)
I know I'm not perfect
I know I got issues
I know that I've got a sordid past
And, yeah, some bad tattoos
I'm not a model
I'm not a saint
I'm sorry, but I am just not sorry
'Cause I swear and 'cause I drink
(I know I'm not perfect)
I know I'm not perfect
I know I got issues
I know that I've got a sordid past
And, yeah, some bad tattoos
I'm not a model
I'm not a saint
I'm sorry, but I am just not sorry
'Cause I swear and 'cause I drink",197.0,0.4022988505747126,35,87,,spanish,,,,
porta,Porta,6092724,Amor,https://genius.com/Porta-amor-lyrics,"So in love like the birds love the trees, baby
So in love like with you and with me, baby
So in love like the sun loves the sky, baby
So in love like with you and without, baby
We're so in love, we wanna run away
Far from home, far from home
We're so in love, we wanna run away
Far from home, far from home, ye-eh-eh
We're so in love, we wanna run away
Far from home, far from home
We're so in love, we wanna run away
Far from home, far from home, ye-eh-eh
We're so in love, we wanna run away
Far from home, far from home
We're so in love, we wanna run away
Far from home, far from home, ye-eh-eh
So in love like the birds love the trees, baby
So in love like with you and with me, baby
So in love like the sun loves the sky, baby
So in love like with you and without, baby",165.0,0.2777777777777778,20,72,,spanish,,,,
yotuel_romero,Yotuel Romero,2225150,Lololove,https://genius.com/Yotuel-lololove-lyrics,"Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
I need you, baby
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
I need you, baby
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
Lololove, lololove, love, I need your love
I need you, baby
I need you, baby
I need you, baby
I need you, baby
I need you, baby
I need you, baby
I need you, baby",150.0,0.5263157894736842,30,57,,spanish,,,,
bocafloja,Bocafloja,2064541,Mecanica (feat. cambio),https://genius.com/Bocafloja-mecanica-feat-cambio-lyrics,"Down play da old school
Have the whole world felling like is long beach
Dove Shack, summertime feeling like a Warren g
Oh yeah its fine to see, where i be
West coast rapping like is 93
A couple of years later so far we made it
We owned to who was'nt there when we celebrated
This is dedicated to ladies someone like art laboe
And its Sunday night, on the west coast
I like the Cali girls rough around the edges
If you got a 9 to 5 and its Friday night
Put that new skirt and she wears nice
Oh yes its what your girl type of night
You got a hard life pretty lady you deserve the best
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two
Make that woman some dinner for a perfect creation
Is she an artist for how she push it together forever i work it hard
And make me wanna be better
For betterment of my people we start enough as the dawn
So tonight we're rebels without a cause
No oppositions your friends and my friends are chillin
No body is tripping the definition of winning
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two
You gon' be here for a while, I'm gon' go call my crew
You go call your crew, we can rendezvous at the bar around two",342.0,0.4520547945205479,33,73,,spanish,,,,
bocafloja,Bocafloja,3941439,Mecánica,https://genius.com/Bocafloja-mecanica-lyrics,"Check it out, man, on this
Tell 'em play the old school
Have the whole world felling like we're in Long Beach
Dove Shack, Summertime, feeling like a Warren G
Yeah, it's fine to see, where I be
West Coast rapping like is 93
A couple of years later so far we made it
We owe it to the ones who didn't when we celebrated
This is dedicated to ladies, some like Art Laboe
On a Sunday night on the west coast
I like the a Cali girl with rough around the edges
Let's explore our beautiful imperfections
If you got a 9 to 5 and it's Friday night
Wear that new skirt, she wear it nice
Only dance with your girls type of night
You got a hard life, pretty lady, you deserve a good time
Ask you what your interests are, who you be with
Things that make you smile, what numbers to dial
You gon' be here for a while?
I'm gon' go call my crew, you go call your crew
We can rendezvous at the bar around 2
Ask you what your interests are, who you be with
Things that make you smile, what numbers to dial
You gon' be here for a while?
I'm gon' go call my crew, you go call your crew
We can rendezvous at the bar around 2
Your orchestration, your mama need a standing ovation
Make that woman some dinner for a perfect creation
Is she an artist for how she put you together forever
A work of art that make me wanna be better
For betterment of my people, we start enough as in the dawn
So tonight we're rebels without a cause
No oppositions, your friends and my friends is chillin'
Nobody tripping the definition of winning
Ask you what your interests are, who you be with
Things that make you smile, what numbers to dial
You gon' be here for a while?
I'm gon' go call my crew, you go call your crew
We can rendezvous at the bar around 2",344.0,0.5652173913043478,39,69,Cambiowashere,spanish,,,,
bocafloja,Bocafloja,7003658,Azul,https://genius.com/Bocafloja-azul-lyrics,"There's so much to learn
There's so much to live for
There's so much to give
One another
I learned in goodbyes
Our hearts are open wide
Our bodies' outburst
Feel the presence with you high
Bring this beauty from your lifre
Music is to be alive
There's so much to learn
There's so much to live for
There's so much to give
One another
I learned in goodbyes
Our hearts are open wide
Our bodies' outburst
Feel the presence with you high
Bring this beauty from your lifre
Music is to be alive
There's so much to learn
There's so much to live for
There's so much to give
One another
I learned in goodbyes
Our hearts are open wide
Our bodies' outburst
Feel the presence with you high
Bring this beauty from your lifre
Music is to be alive",141.0,0.3488372093023256,30,86,Sarina Leah,spanish,,,,
bocafloja,Bocafloja,266916,Good man,https://genius.com/Bocafloja-good-man-lyrics,"Bobby Dylan wrote a track of assassination of Medgar Evers
Callin' it a pawn in the game now check the reference
Now tell me what it mean to you, cuz what it mean to me
From the klansmen to minutemen, from the noose and tree to a lock and key
I call it the evolution of laws and policy's
Racism is classism when it accessorize
Ann Frank ain't the only one whose people suffered genocide
Bobby Marley wrote a track buffalo soldiers headed west
Fighting for the u.s. segregated regiments
Very clear to me whose destiny it helped to manifest
Who the rich kids and whose kids is bloods and crips
So if the two jobs, or the jobs lost, or the health problems passed on
And you don't fit the description pigs patrolling the block
And you don't fit the equations problems they wanna solve
End up like the wife of Fred Hampton now homie sing along",158.0,0.4838709677419355,15,31,Cambio,spanish,,,,
bocafloja,Bocafloja,7003541,Pulso,https://genius.com/Bocafloja-pulso-lyrics,"The heat is rising sky high
Got thoughts sweating out my brain
My eyes are open wide
Now  It’ll never be the same
Took off your veil of lies
And took down all your disguises
I know now who I am
The heat is rising sky high
Got thoughts sweating out my brain
My eyes are open wide
Now  It’ll never be the same
Took off your veil of lies
And took down all your disguises
I know now who I am
Everything I knew had to be redefined
The ancestral design
Got my whole perception realigned
It started with the hair
Dropped the chemicals
Now everyone wanna touch and stare
The curves they compare
Nip tuck - Pump the rear
But the truth they won’t bare
Not for you to savor
But to honor and respect
‘Know thy self’ is the flex",143.0,0.3023255813953488,26,86,Meryem Saci,spanish,,,,
bocafloja,Bocafloja,7003540,Adentro,https://genius.com/Bocafloja-adentro-lyrics,"Reflecting on the days lost, when I was a lot less jaded and my perspective was a shade moss. OG’s told me to keep an eye out for 12 and that faith in your 9 like you clutching to a chained cross
Cuz the world wasn’t kind to colored lines unless they drawn on house floors during election season-state laws
So I bulletproofed  my heart, kept it locked up and hidden from the belly of the beast and it’s strained jaws
Tryna find my footing on unsteady ground, covering all the pitfalls that they laying for me
They told me pressure turn a rock to a precious gem started looking for the appraisals
Only realized how valuable that I was when I saw I had a whole loyal tribe out here praying for me
I am from an order of soothsayers and the ordained that knew my marriage to these characters was prearranged
Once I grew a bond with my native tongue, that’s the kind of unconditional love that’ll probably never change
Ink imbedded in threads of my genetic tapestry mapped through the southeast to Serengeti range
Reaching for  the pulse and heartbeat of the parts of me from which I’ve long since been estranged
Bet on myself and my worth in this game every time the dice rolls like the name Royce
So any time they ask how I shine like I do I reply that I never really had a choice",243.0,0.2926829268292683,12,41,Verónica Ruiz; Sa-Roc,spanish,,,,
osmani_garcía,Osmani García,10000545,Sushi Sushi,https://genius.com/Osmani-garcia-la-voz-sushi-sushi-lyrics,"I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
Te termino enrolando
I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
Don't stop let your body go
Stop playing it's time to go
I got the car outside and we 'bout to roll
Boy, this a all you can eat sushi bar
No kids, work hard and my booty soft
Pop said imma star
Now I'm shooting off
Took a shot gettin' hot like Lucifer
Drinking out the bottle
Mama told me they only your taco
I let you hit it raw, then you mine after
An ain't got time for the chit chatter
Yah ex gotta BBL and I'm still badder
Big laughter, you the joke
I do the most
I'm too raw, he know it though
Let's go
I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
I wanna treat you like a roll of sushi
It's your girl Pretty Porcelain
Osmani I'm here (sushi, sushi, sushi)
Viral (I wanna eat you like a roll of sushi)
I wanna treat you like a roll of sushi",223.0,0.3009708737864077,31,103,Pretty Porcelain,spanish,,,,
